date,venue,city,state,country,setlist,link
2005.02.12,House of Blues,Chicago,IL,USA,"SET 1: Murph, STS9, Once Told, Blu Mood, Native End, ReEmergence, Move My Peeps, Evasive/Kamuy, Murph. SET 2: What Is Love?, Crystal Instrument, Really Wut?, Equinox, Surreality> EB, Be Pulse, Somesing, Tokyo, Murph. E: Gobnugget, Breathe In.",http://digital.1320records.com/search/release.php?RELEASE_ID=126
2005.02.11,House of Blues Chicago,Chicago,IL,USA,"SET 1: Murph, By the Morning Sun, Mischief of a Sleepwalker, Peoples, Roygbiv, Kaya> Open E, Today, GLOgli, Murph. SET 2: Tap-In, F. Word, Music, Us, Ramone & Emiglio, Twilight, Four Year Puma, Grow, Murph. E: ...And Some Are Angels.",http://digital.1320records.com/search/release.php?RELEASE_ID=125
2005.01.29,The Catalyst,Santa Cruz,CA,USA,"SET 1: Murph, Music, Us, Crystal Instrument, Ramone & Emiglio, Once Told, Possibilities (w/ CE), Things in My Life (w/ CE), Peoples, Murph. SET 2: Open E, By the Morning Sun, Tokyo, Squares and Cubes, Nautilus, Really Wut?, Murph. E: GLOgli.
Guests: w/ Collective Efforts",http://digital.1320records.com/search/release.php?RELEASE_ID=124
2005.01.28,The Catalyst,Santa,Cruz CA,USA,"SET 1: Murph, Jebez, Arigato, Kamuy, ReEmergence, Equinox, Blu Mood, Murph.
SET 2: Murph, Somesing, F. Word, Today, Roygbiv, ...And Some Are Angels, Native End, Mischief of a Sleepwalker, Murph. E: Moon Socket.",http://digital.1320records.com/search/release.php?RELEASE_ID=123
2004.12.31,The Tabernacle,Atlanta,GA,USA,"SET 1: Nautilus, Squares and Cubes, ReEmergence, Open E, Crystal Instrument, Move My Peeps, Better Day, What Is Love?, Murph. SET 2: Improv (Tribal Jam *), Improv (Alien Funk *), Peoples, Possibilities, Tap-In, Native End, Grow, Mischief of a Sleepwalker, Tokyo, Murph. E: Murph, Improv (*), Havona Ascent (**), Breathe In.
Guests: * w/ Richard Devine
** w/ Collective Efforts",http://digital.1320records.com/search/release.php?RELEASE_ID=122
2004.12.30,The Tabernacle,Atlanta,GA,USA,"SET 1: Murph, Music, Us, GLOgli, Equinox, Improv (*), Jebez, Be Pulse, Somesing, Murph. SET 2: Improv (303 Jam *), F. Word, Twilight, ...And Some Are Angels, Ramone & Emiglio, Evasive/Kamuy, Really Wut?, Murph. E: Improv (*), Once Told.
Guests: * w/ Richard Devine",http://digital.1320records.com/search/release.php?RELEASE_ID=121
2004.10.31,The Fillmore,San Francisco,CA,USA,"SET 1:(electronic)N'tro Sweetly, Peoples, Arigato, ARTiFACT, 102.4, Since 7th, The Providing Sun, GLOgli, Bwanf, Sift 5, Forest Hu, Havona Ascent, Improv, Jebez (vers. 2), Murph.
SET 2: Ramone & Emiglio, ...And Some Are Angels, Inspire Strikes Back, Be Pulse, Orbital, Crystal Instrument, Evasive/Kamuy, Tap-In, Murph. E: Twilight, Really Wut?, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=120
2004.10.30,The Fillmore,San Francisco,CA,USA,"SET 1: Murph, Open E, Once Told, Mischief of a Sleepwalker, Today, GLOgli, Surreality> EB, Murph. SET 2: Tokyo, What Is Love?, Nautilus, Circus, Luma Daylight, Breathe In, Murph.
E: Zach, Moon Socket.",http://digital.1320records.com/search/release.php?RELEASE_ID=119
2004.10.29,The Fillmore,San Francisco,CA,USA,"SET 1: Murph, Twilight, Equinox, We'll Meet In Our Dreams, STS9, Squares and Cubes, From Now On, Murph. SET 2: Move My Peeps, F. Word, Trinocular, Vibyl, Grow, Baraka, Murph.                      E: Gobnugget.",http://digital.1320records.com/search/release.php?RELEASE_ID=118
2004.10.10,Area 51 Soundtest,Indian Springs,NV,USA,"SET 1: Once Told, ...And Some Are Angels, Kamuy, Trinocular, Vibyl, Today, Orbital, Murph. SET 2: F. Word, Water Song, Tokyo, Mischief of a Sleepwalker, Nautilus, Luma Daylight> Moon Socket, Murph. E: Baraka.",http://digital.1320records.com/search/release.php?RELEASE_ID=117
2004.10.09,Area 51 Soundtest,Indian Springs,NV,USA,"SET 1: Murph, Equinox, Move My Peeps, Really Wut?, Frequencies Peace 2> Frequencies Peace 3, Be Pulse, Squares and Cubes> Evasive/Kamuy, Murph. SET 2: Twilight, Ramone & Emiglio, Jebez, Grow, Tap-In, Crystal Instrument. E: GLOgli.",http://digital.1320records.com/search/release.php?RELEASE_ID=116
2004.09.24,Mississippi Nights,St. Louis,MO,USA,"SET 1: Murph, Circus, Once Told, Tap-In, Poseidon, Havona Ascent> Dance, Murph. SET 2: Tokyo, STS9, Baraka, Jebez, Moon Socket, Breathe In, Murph. E: Grow.",http://digital.1320records.com/search/release.php?RELEASE_ID=115
2004.09.23,Exit/In,Nashville,TN,USA,"SET 1: Murph, Today, Twilight, Evasive/Kamuy (w/ Jeff Coffin), Trinocular, Vibyl, ...And Some Are Angels, Crystal Instrument, Just Thanks. SET 2: Ramone & Emiglio, GLOgli, Four Year Puma, What Is Love?, Be Pulse, Blu Mood, Murph. E: Luma Daylight.",http://digital.1320records.com/search/release.php?RELEASE_ID=114
2004.09.18,Irving Plaza,New York,NY,USA,"SET 1: Murph, F. Word, We'll Meet In Our Dreams, Evasive/Kamuy, From Now On, Luma Daylight, Tokyo. SET 2: Trinocular, Vibyl, GLOgli, Crystal Instrument, Be Pulse, Orbital, Really Wut?, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=113
2004.09.17,Pearl Street Nightclub,Northhampton,MA,USA,"SET 1: Murph, Equinox, Move My Peeps, Circus, Once Told, Poseidon, Squares and Cubes, Murph. SET 2: Twilight, Grow, Ramone & Emiglio, Breathe In, Blu Mood, Murph. E: Murph, Open E.",http://digital.1320records.com/search/release.php?RELEASE_ID=112
2004.09.13,Recher Theatre,Towson,MD,USA,"SET 1: Murph, Open E, Vibyl, We'll Meet In Our Dreams, Satori, Equinox, Grow. SET 2: F. Word, ...And Some Are Angels, Tap-In, STS9, Today, Breathe In, Murph. E: Gobnugget.",http://digital.1320records.com/search/release.php?RELEASE_ID=111
2004.09.12,The Orange Peel,Asheville,NC,USA,"SET 1: Murph, Improv> Monkey Music, Jebez, Blu Mood, Hubble, Life's Sweet Breath, Murph. SET 2: Dance, Kabuki, Really Wut?, Water Song, Havona Ascent, Baraka, Murph. E: King Pharoah's Tomb.",http://digital.1320records.com/search/release.php?RELEASE_ID=110
2004.09.10,Georgia Theatre,Athens,GA,USA,"SET 1: Murph, Once Told, Evasive Maneuvers, We'll Meet In Our Dreams, From Now On, Squares and Cubes, Equinox, Frequencies Peace 2> Frequencies Peace 3, Murph. SET 2: Open E, Twilight, STS9, F. Word, Moon Socket, Crystal Instrument, Really Wut?, Murph. E: Circus.",http://digital.1320records.com/search/release.php?RELEASE_ID=109
2004.09.09,The Orange Peel,Asheville,NC,USA,"SET 1: Murph, Tap-In, Trinocular, Vibyl, Nautilus, ...And Some Are Angels, Today, Four Year Puma, Murph. SET 2: Kamuy, Luma Daylight> Tokyo, Surreality> EB, Be Pulse, T. W. E. L. V. E., Murph.
E: Just Thanks (w/ Scottrohedron & William Sharp), GLOgli.",http://digital.1320records.com/search/release.php?RELEASE_ID=108
2004.09.04,The Rave,Milwaukee,WI,USA,"SET 1: Murph, Water Song, Nautilus (extended improv), ...And Some Are Angels, Four Year Puma, Mischief of a Sleepwalker, Moon Socket, Murph. SET 2: Evasive/Kamuy, F. Word, Blu Mood, Frequencies Peace 2> Frequencies Peace 3, Luma Daylight, Tokyo. E: Dance.",http://digital.1320records.com/search/release.php?RELEASE_ID=107
2004.09.03,Vic Theatre,Chicago,IL,USA,"SET 1: Murph, Open E, Trinocular> Vibyl, Twilight, Breathe In, Today (extended improv), What Is Love?, Just Thanks. SET 2: Really Wut?, Grow, Once Told, GLOgli, Squares and Cubes, Crystal Instrument, Tap-In, Murph. E: Move My Peeps, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=106
2004.08.31,Fine Line Music Cafe,Minneapolis,MN,USA,"SET 1: Murph, Gobnugget, Squares and Cubes, Nautilus, Tokyo, 986 Foot Tall Trees, Mobsters, Surreality> EB SET 2: Kamuy, Water Song, What Is Love?, Today, Kaya, Really Wut?, Murph.
E: Breathe In.",http://digital.1320records.com/search/release.php?RELEASE_ID=105
2004.08.30,Royal Grove,Lincoln,NE,USA,"SET 1: Murph, Trinocular, Vibyl> ...And Some Are Angels> Crystal Instrument, Inspire Strikes Back, Mischief of a Sleepwalker, Frequencies Peace 2> Frequencies Peace 3, Murph. SET 2: Satori, Once Told, Evasive Maneuvers, Move My Peeps, Moon Socket, Jebez, Murph. E: Be Pulse.",http://digital.1320records.com/search/release.php?RELEASE_ID=104
2004.08.29,The Blue Note,Columbia,MO,USA,"SET 1: F. Word, STS9, Quests, Life's Sweet Breath, Baraka, Grow, Just Thanks.
SET 2: Tap-In, Improv, Luma Daylight, Ramone & Emiglio, Orbital, Murph. E: GLOgli.",http://digital.1320records.com/search/release.php?RELEASE_ID=103
2004.08.27,Stubb's BBQ,Austin,TX,USA,"SET 1: Murph, Jebez, Gobnugget, Be Pulse, Moon Socket, Water Song, Really Wut?, Murph. SET 2: ...And Some Are Angels, STS9, GLOgli, Evasive Maneuvers, Kamuy, From Now On, Murph. E: Twilight, Four Year Puma.",http://digital.1320records.com/search/release.php?RELEASE_ID=102
2004.07.23,The Catalyst,Santa Cruz,CA,USA,"SET 1: Moon Socket, Improv, Move My Peeps> Improv> Twilight, From Now On> F. Word.SET 2: Monkey Music, GLOgli> Improv> Blu Mood> Grow, Murph. E: Tokyo, Really Wut?.",http://digital.1320records.com/search/release.php?RELEASE_ID=101
2004.07.02,HSMF Grandstand Stage,Quincy,CA,USA,"SET: Murph, Just Thanks> Tap-In, Today, Ramone & Emiglio, From Now On, Murph, Blu Mood> Evasive Maneuvers> Kamuy, Twilight, GLOgli, Murph. E: Breathe In.",http://digital.1320records.com/search/release.php?RELEASE_ID=100
2004.06.26,Mishawaka Amphitheatre,Ft. Collins,CO,USA,"SET 1: Equinox, Frequencies Peace 2> Frequencies Peace 3, Improv, Kamuy> Kaya, Luma Daylight> Tokyo. SET 2: Ramone & Emiglio, We'll Meet In Our Dreams, Breathe In, Crystal Instrument, From Now On> Move My Peeps, Murph. E: Quests, Inspire Strikes Back.",http://digital.1320records.com/search/release.php?RELEASE_ID=99
2004.06.24,Fox Theatre,Boulder,CO,USA,"SET 1: Monkey Music, Squares and Cubes, Trinocular (*), Vibyl, Improv (Open E), Improv (w/ El Buho)> Wika Chikana> Four Year Puma (w/ El Buho), Murph. SET 2: Mischief of a Sleepwalker, F. Word, Circus> Improv, Really Wut?, Blu Mood, Murph. Encore: Hubble. 
STS9 first met in Pensacola, FL at the Ollie Java Cafe.  It was one of the first shows with keyboardist David Phipps, and truly began a new era of STS9.  El Buho toured the southeast with STS9 as his backup band, showing them the ropes of being touring musicians.  It was a great reunion, almost 7 years later, to play with El Buho in Colorado.  A lot has transpired since their first meeting, but the magic was still there.  We hope you enjoy these reunion improvs from STS9 and El Buho.
Guests: *w/El Buho",http://digital.1320records.com/search/release.php?RELEASE_ID=98
2004.06.23,Fox Theatre,Boulder,CO,USA,"SET 1: Murph, Nautilus, Improv, 986 Foot Tall Trees, Twilight, ...And Some Are Angels,    T. W. E. L. V. E., Murph. SET 2: Dance, Gobnugget, Jebez, Evasive Maneuvers, Once Told, Kabuki, Tokyo.",http://digital.1320records.com/search/release.php?RELEASE_ID=97
2004.06.18,Wakarusa Music Festival,Lawrence,KS,USA,"SET: Murph, Move My Peeps, GLOgli, From Now On, Moon Socket, Twilight, Tokyo, Murph, Kamuy.",http://digital.1320records.com/search/release.php?RELEASE_ID=96
2004.04.02,Vic Theatre,Chicago,IL,USA,"SET 1: Murph, Improv> Squares and Cubes, Move My Peeps, From Now On, ...And Some Are Angels, Nautilus, Moon Socket, Tokyo, Murph. SET 2: Blu Mood, Twilight, Ramone & Emiglio, Breathe In, GLOgli, Water Song> Dance, Murph. E: Luma Daylight.",http://digital.1320records.com/search/release.php?RELEASE_ID=95
2004.03.07,The Social,Orlando,FL,USA,"SET 1: Murph, Circus, Blu Mood, Gobnugget, Trinocular, Kamuy, We'll Meet In Our Dreams, Inspire Strikes Back, Murph. SET 2: Tokyo, Mobsters> Surreality, EB, T. W. E. L. V. E., GLOgli, Mischief of a Sleepwalker, Murph. E: Murph, Life's Sweet Breath, Really Wut?, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=94
2004.01.30,Dobson Ice Arena,Vail,CO,USA,"SET 1: Once Told, Blu Mood> Moon Socket> Today, Mischief of a Sleepwalker, What Is Love?, Really Wut?, Baraka, Jebez, Grow, Murph, Frequencies Peace 2> Frequencies Peace 3. Guests: Members of Ozomotli",http://digital.1320records.com/search/release.php?RELEASE_ID=93
2003.12.05,The Galaxy Theatre,Santa Ana,CA,USA,"SET 1: Mischief of a Sleepwalker, Circus, Today, ...And Some Are Angels> Life's Sweet Breath> Frequencies Peace 2> Frequencies Peace 3, Orbital, Murph. SET 2: Jebez, Ramone & Emiglio, Luma Daylight> Tokyo> Monkey Music, Really Wut?, Evasive Maneuvers> Kamuy.",http://digital.1320records.com/search/release.php?RELEASE_ID=92
2003.10.06,Higher Ground, So. Burlington,VT,USA,"SET 1: Murph, musical story, yes> Move My Peeps, Grow, From Now On, STS9, Baraka, Mobsters, Luma Daylight, Murph. SET 2: Jebez, Tap-In, Really Wut?, Crystal Instrument> T. W. E. L. V. E., Surreality> EB, Moon Socket, Murph. E: Once Told, ...And Some Are Angels, Just Thanks. Bonus: Private Cabin session in Brookings, OR Dec. 2003: Improv. Last song of set 1 has been omitted for technical reasons.",http://digital.1320records.com/search/release.php?RELEASE_ID=91
2003.10.03,Harmonic Convergence,Deerfields,NC,USA,"SET 1: Trinocular> Kamuy, Luma Daylight> Tokyo> Circus, Midwest Sky> Havona Ascent (w/ Scottrohedron), Breathe In, Inspire Strikes Back, Murph. SET 2: Really Wut?, Baraka, We'll Meet In Our Dreams, GLOgli, Once Told> Orbital, Murph. E: From Now On. Guests: Scottrohedron",http://digital.1320records.com/search/release.php?RELEASE_ID=90
2003.06.20,Mishawaka Amphitheatre,Ft. Collins,CO,USA,"SET 1: Murph, ...And Some Are Angels, T. W. E. L. V. E., Ramone & Emiglio, Poseidon, Evasive Maneuvers, Equinox, Today, Blu Mood, We'll Meet In Our Dreams, Murph.
SET 2: Breathe In, Better Day, Really Wut?, Satori, Grow, Havona Ascent (w/ Scottrohedron), Frequencies Peace 2> Frequencies Peace 3, Orbital, Murph. E: What Is Love?, Murph. Guests: Scottrohedron",http://digital.1320records.com/search/release.php?RELEASE_ID=89
2003.06.03,State Theatre,Portland,ME,USA,"SET 1: Life's Sweet Breath> Circus, Equinox, T. W. E. L. V. E., Monkey Music, Really Wut?, Murph, Mischief of a Sleepwalker. SET 2: ...And Some Are Angels, Grow, Nautilus, Today, For My Peeps, Orbital, Murph, Luma Daylight.",http://digital.1320records.com/search/release.php?RELEASE_ID=88
2003.03.08,Georgia Theatre,Athens,GA,USA,"SET 1: Murph, Evasive Maneuvers> Kamuy, Once Told, Satori (w/ Audio Angel), We'll Meet In Our Dreams> Ramone & Emiglio, Its the End of the World As We Know It (And I Feel Fine) (w/ Audio Angel).
SET 2: Moon Socket, For My Peeps (w/ Audio Angel), Nautilus, Four Year Puma, ...And Some Are Angels, Really Wut?, Orbital (w/ Audio Angel), Murph. E: Enjoy the Silence (w/ Audio Angel), Breathe In, Murph. Guests: Audio Angel",http://digital.1320records.com/search/release.php?RELEASE_ID=87
2003.03.07,Georgia Theatre,Athens,GA,USA,"SET 1: Murph, Flock of Seagulls, Jebez, Gobnugget, STS9, Mischief of a Sleepwalker, Today, Murph. SET 2: Circus, Baraka, Grow, Surreality> EB, Dance, Luma Daylight, Murph. E: Murph, Tap-In.",http://digital.1320records.com/search/release.php?RELEASE_ID=86
2003.03.02,The Norva,Norfolk,VA,USA,"SET 1: Murph, Frequencies Peace 2> Frequencies Peace 3, Movement> Flock of Seagulls> Circus, Today> Ramone & Emiglio. SET 2: Surreality> EB> Moon Socket, We'll Meet In Our Dreams, STS9> Mischief of a Sleepwalker, T. W. E. L. V. E., Murph. E: Kamuy.",http://digital.1320records.com/search/release.php?RELEASE_ID=85
2003.03.01,Irving Plaza,New York,NY,USA,"SET 1: Murph, Breathe In> Really Wut?, Satori (w/ Audio Angel), Evasive Maneuvers> Kamuy> Nautilus> For My Peeps (w/ Audio Angel), Baraka, Murph. SET 2: Today> Moon Socket, Orbital (w/ Audio Angel), Once Told, Enjoy the Silence (w/ Audio Angel), Murph, Luma Daylight. Encore: Grow, Murph. Guests: Audio Angel",http://digital.1320records.com/search/release.php?RELEASE_ID=84
2003.02.28,Nightclub 9:30,,,Washington D.C.,"SET 1: Murph, STS9, Mischief of a Sleepwalker, Today, Life's Sweet Breath> Water Song, Grow, Murph. SET 2: Mobsters, ...And Some Are Angels, Dance, Once Told, Movement, What Is Love?, Murph.
E: Another Dub Jam, Luma Daylight, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=83
2002.12.31,Regency Center,San Francisco,CA,USA,"SET 1: countdown, Really Wut?> Improv> STS9, Satori (w/ AA), Crystal Instrument> Luma Daylight, Breathe In, Grow, Mischief of a Sleepwalker. SET 2: Evasive Maneuvers> Kamuy, Today, Enjoy the Silence (w/ AA), For My Peeps (w/ AA), Once Told, Baraka, Moon Socket, Orbital (w/ AA), Life's Sweet Breath, Murph. Encore: T. W. E. L. V. E. Guests: Audio Angel",http://digital.1320records.com/search/release.php?RELEASE_ID=82
2002.12.30,Regency Center,San Francisco,CA,USA,"SET 1: Murph, Frequencies Peace 2> Frequencies Peace 3, Potamus> Gobnugget, Wika Chikana, ...And Some Are Angels, Water Song, Circus> Monkey Music, Murph. SET 2: Ramone & Emiglio, What Is Love?, Jebez, Universal Mind (w/ Scottrohedron), Mobsters> Surreality> EB, Inspire Strikes Back, Murph. Encore: Muir Soul, Hubble. Guests: Scottrohedron",http://digital.1320records.com/search/release.php?RELEASE_ID=81
2002.10.19,The Fillmore,San Francisco,CA,USA,"SET 1: Ramone & Emiglio> Once Told, Hubble> Life's Sweet Breath, Circus> Jebez, Murph. SET 2: Breathe In, Crystal Instrument> Luma Daylight, Tap-In, For My Peeps> STS9> Moon Socket, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=80
2002.08.17,Harmonic Convergence,Deerfields,NC,USA,"SET: Murph, ...And Some Are Angels, Tap-In, Circus, Potamus> Kamuy, Today, Hubble> For My Peeps, Satori, Moon Socket (w/ Ming + FS), Murph. Guests: Ming + FS",http://digital.1320records.com/search/release.php?RELEASE_ID=79
2002.08.16,Harmonic Convergence,Deerfields,NC,USA,"SET 1: DJ fade > , Surreality> EB> Ramone & Emiglio, Jebez, STS9, Life's Sweet Breath, Movement, Murph. SET 2: Baraka, Mischief of a Sleepwalker, Native End, Havona Ascent> Orbital, Grow, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=78
2002.05.25,Hakonomori Play Park,Shiobara Onsen,Japan,USA,"SET: Movement, STS9, Satori, Frequencies Peace 2> Frequencies Peace 3, Improv> Evasive Maneuvers> Kamuy> T. W. E. L. V. E., For My Peeps, Moon Socket. Lunatic Picnic Outdoor Festival The Collective Art Conscious Festival",http://digital.1320records.com/search/release.php?RELEASE_ID=77
2002.05.23,Aoyama Cay,,,Tokyo,"SET 1: Grow, We'll Meet In Our Dreams, Tap-In> King Pharoah's Tomb> Moon Socket, Murph. SET 2: Ramone & Emiglio> ...And Some Are Angels> Movement> What Is Love?, Murph. E: Mischief of a Sleepwalker.",http://digital.1320records.com/search/release.php?RELEASE_ID=76
2002.05.16,The Fillmore,San Francisco,CA,USA,"SET 1: Havona Ascent (1), Kamuy (1), Mischief of a Sleepwalker (1), Circus (1), Ramone & Emiglio (1), Movement (2), Life's Sweet Breath (1). SET 2: Jebez (1), Tap-In (3), Grow (1), For My Peeps (1), We'll Meet In Our Dreams (1), Moon Socket (1), Satori (4). Encore: Surreality > Eb (1). Guests: 1 = w/Karsh Kale (percussion/samples) 2 = w/ Audio Angel (vocals) 3 = w/ Karsh Kale and Scott Miller (Didgeridoo) 4 = w/ Karsh Kale and Audio Angel",http://digital.1320records.com/search/release.php?RELEASE_ID=75
2002.04.28,Coachella Valley Music Festival,Indio,CA,USA,"SET: Murph, Satori> Grow, Life's Sweet Breath> Surreality> EB, We'll Meet In Our Dreams> For My Peeps, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=74
2001.12.29,8150,Vail,CO,USA,"SET 1: Frequencies Peace 1> Frequencies Peace 2> Frequencies Peace 3, Improv, Horn, Murph.
SET 2: Dance> You're It (w/ Scottrohedron)> Favorite Melody, Improv> Four Year Puma. E: Circus, Murph.",http://digital.1320records.com/search/release.php?RELEASE_ID=73
2001.08.25,Indigo Event Center,Oakland,CA,USA,"SET: You're It> Grow, Baraka, Kabuki> Shine, Mobsters> Funky House> Mobsters> EB (w/ Surreality Tease). Musicians for Medical Marijuana benefit. Show also featured Lost at Last, The Mermen, Netwerk Electric, and Ten Ton Chicken",http://digital.1320records.com/search/release.php?RELEASE_ID=72
